Party and Electorate Candidate Votes Recorded at each Voting Place
Te Tai Tonga 71,Party Vote Details
,,ACT New Zealand,Advance NZ,Aotearoa Legalise Cannabis Party,Green Party,HeartlandNZ,Labour Party,Māori Party,National Party,New Conservative,New Zealand First Party,NZ Outdoors Party,ONE Party,Social Credit,Sustainable New Zealand Party,TEA Party,The Opportunities Party (TOP),Vision New Zealand,Total Valid Party Votes,Informal Party Votes
Advance Voting Places
Banks Peninsula
,"Cheviot Knox Community Centre, 13 Reeves Street",1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,6,0
Hanmer Springs,"Hanmer Springs School Korimako Room, 8 Cheltenham Street",0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,1,0,6,0
Kaikōura,"St John Kaikōura Ambulance Station, 116 Beach Road",4,1,4,8,0,73,13,5,0,5,1,1,0,0,0,1,0,116,1
Picton,"Mariners Mall - Shop 17, 100 High Street",4,5,2,1,0,74,13,8,1,8,0,1,0,0,0,0,0,117,4
Spring Creek,"Spring Creek School Studio (next to library), 52 Ferry Road",0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,9,0
Nelson
,"Corner Hardy & Collingwood Street, 286-290 Hardy St",6,1,2,19,0,70,11,8,1,2,0,0,0,0,0,4,2,126,2
,"Elma Turner Library, 27 Halifax Street",2,4,2,18,0,72,13,7,1,6,0,0,0,0,0,4,6,135,1
,"Trafalgar Street Hall, 67 Trafalgar Street",0,2,0,2,0,10,3,0,0,1,0,0,0,0,0,0,1,19,0
,"Victory School Community Centre, 2 Totara Street",0,1,1,5,0,31,6,1,0,0,0,1,0,0,0,2,4,52,0
,"Richmond Library, 280 Queen Street",2,0,2,6,0,20,2,1,0,1,0,0,0,0,0,0,4,38,0
,"Richmond Mall Carpark Entrance, Queen Street",4,4,0,5,0,61,10,5,1,3,0,2,0,0,0,0,2,97,0
,"Richmond Mall Central Site, Queen Street",2,2,2,4,0,55,4,5,1,3,1,0,0,0,0,1,1,81,3
,"Upper Queen Street Shopping Area (next to The Warehouse), 186A Queen Street",2,1,2,8,0,68,9,3,1,3,1,1,0,0,0,4,0,103,0
Stoke,"Broadgreen Intermediate School, 193 Nayland Road",0,0,0,1,0,11,4,0,0,0,0,0,0,0,0,0,2,18,0
,"Elim Christian Centre, 625 Main Road",0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,10,0
,"Greenmeadows Community Centre, Corner Main Road & Songer Street",5,0,2,9,0,72,5,6,1,4,1,1,0,0,0,4,1,111,0
Tāhunanui,"St Stephen's Church, 61 Tahunanui Drive",1,2,0,5,0,21,4,1,0,1,0,0,0,0,0,1,0,36,1
,"Tahunanui Community Hub, 61 Muritai Street",1,1,2,1,0,13,2,1,0,0,0,0,0,0,0,0,0,21,0
Ōhāriu
,"Johnsonville Shopping Centre, Shop 12 (was Paper Plus), 16 Broderick Road",0,6,3,26,0,111,28,9,1,3,1,1,0,0,0,5,2,196,0
,"Johnsonville Shopping Centre, Shop 31 (beside Food Court), 16 Broderick Road",0,2,1,20,0,69,18,3,1,8,0,0,0,0,0,4,0,126,0
,"Khandallah Bowling Club, 24 Woodmancote Road",1,0,0,3,0,11,2,0,0,0,0,0,0,0,0,0,0,17,0
Newlands,"Bellevue School, 12 Bancroft Terrace",0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0
,"Newlands Community Centre, 9 Batchelor Street",1,0,3,17,0,53,12,4,0,5,0,0,0,0,0,2,1,98,2
,"Newlands School, 200 Newlands Road",1,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,6,0
,"Ngaio Town Hall, 1 Ottawa Road",0,0,0,4,0,6,4,0,0,1,0,0,0,0,0,0,0,15,1
Paparangi,"Paparangi School, 59 Beazley Avenue",1,0,0,3,0,5,1,0,0,0,0,0,0,0,0,0,0,10,0
Wadestown,"Wadestown School, 2-6 Rose Street (access by steep walking path only)",0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,1,0,7,0
Rangitata
Ashburton,"Allenton School, 110 Harrison Street",1,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0,8,0
,"Ashburton Baptist Church Foyer, Corner of Havelock & Cass Streets",1,0,0,0,0,5,2,1,0,1,0,0,0,0,0,1,0,11,0
,"Ashburton Trust Event Centre, 211A Wills Street",5,2,0,2,0,59,4,3,1,8,0,0,0,0,0,0,2,86,2
,"Hampstead School, 55 Wellington Street",1,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0
,"Tinwald War Memorial Hall, Corner Graham & McMurdo Streets",2,1,0,1,0,25,0,7,0,6,0,0,0,0,0,0,1,43,0
,"Walnut Ave Pavillion, 66 Walnut Avenue",4,0,3,1,0,39,3,3,1,2,0,1,0,0,0,0,0,57,1
Fairton,"Hakatere Marae, 439 Rakaia Highway (State Highway 1)",1,0,1,1,0,10,2,0,0,0,0,0,0,0,0,1,0,16,0
Methven,"Mt Hutt Memorial Hall, 160 Main Street",1,0,1,1,0,8,0,2,0,1,1,0,0,0,0,0,0,15,0
Pleasant Point,"Pleasant Point Primary School, Victor Wilson Hall, 33 Halstead Road",0,0,1,0,0,2,1,2,0,0,0,0,0,0,0,0,0,6,0
Rakaia,"Rakaia Community Centre, Corner Elizabeth Avenue & Mackie Street",0,0,0,0,0,3,1,2,0,2,0,0,0,0,0,0,0,8,0
,"St John Ambulance Rooms, 47 King Street",2,2,4,2,0,60,3,6,0,3,0,0,0,0,0,1,0,83,1
Timaru,"Ara Institute of Canterbury Confucius Room, North Street Entrance, 65 North Street",3,1,1,2,0,42,4,4,0,1,0,0,0,0,0,1,0,59,2
,"Craighead Diocesan School Gymnasium, 1 Wrights Avenue",0,0,0,4,0,26,2,3,0,1,0,0,0,1,0,0,0,37,2
,"South School, 44 Queen Street",0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,6,0
,"Te Aitarakihi Multi Cultural Centre, 50 Bridge Street",0,0,0,1,0,7,4,0,0,0,0,1,0,0,0,0,0,13,0
,"The Southern Trust Events Centre, upstairs room, 70 Morgans Road",0,2,0,1,0,13,2,1,0,0,0,0,0,0,0,0,0,19,1
,"Timaru Central (old National Bank Building), 15 Church Street",4,0,2,7,0,44,2,1,0,5,1,0,0,0,0,1,0,67,2
,"Timaru Indoor Bowls Stadium, 20 Ranui Avenue (opposite Northtown Mall)",7,0,2,6,0,65,6,2,2,5,0,0,1,0,0,1,0,97,0
,"Washdyke Central, 144 Hilton Highway",2,0,1,3,0,22,3,6,2,0,0,0,0,0,0,0,0,39,2
Remutaka
Avalon,"Avalon Pavilion, Avalon Park, 61 Taita Drive",0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,6,0
,"Treadwell Street Hall, 25 Treadwell Street",0,0,1,0,0,7,0,1,0,0,0,0,0,0,0,0,0,9,0
,"Walter Nash Centre, 26 Taine Street",0,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,7,0
Upper Hutt,"The Mall, former t&t shop, Ground Floor, 185 Main Street",0,1,1,5,0,13,0,1,0,0,0,0,1,0,0,0,0,22,0
Rongotai
Berhampore,"Berhampore Centennial Community Centre, 493 Adelaide Road",0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,1,0,17,0
Chatham Islands,"Chatham Islands Council Building, 9 Tuku Road, Waitangi",0,0,1,4,0,30,10,3,0,5,0,0,0,0,0,0,0,53,2
